attempt_id;experiment_mode;distance_m;button_label;plug_label;button_time;plug_time;latency_ms;status
crossbinding_1m_001;crossbinding;1;Z_Wave_Button;ZigbeePlugE2_Switch;2026-02-19 13:31:30.942000;2026-02-19 13:31:30.948000;6;SUCCESS
crossbinding_1m_002;crossbinding;1;Z_Wave_Button;ZigbeePlugE2_Switch;2026-02-19 13:31:34.223000;2026-02-19 13:31:34.229000;6;SUCCESS
crossbinding_1m_003;crossbinding;1;Z_Wave_Button;ZigbeePlugE2_Switch;2026-02-19 13:31:38.075000;2026-02-19 13:31:38.084000;9;SUCCESS
crossbinding_1m_004;crossbinding;1;Z_Wave_Button;ZigbeePlugE2_Switch;2026-02-19 13:31:41.941000;2026-02-19 13:31:41.950000;9;SUCCESS
crossbinding_1m_005;crossbinding;1;Z_Wave_Button;ZigbeePlugE2_Switch;2026-02-19 13:31:45.541000;2026-02-19 13:31:45.553000;12;SUCCESS
crossbinding_1m_006;crossbinding;1;Z_Wave_Button;ZigbeePlugE2_Switch;2026-02-19 13:31:49.270000;2026-02-19 13:31:49.277000;7;SUCCESS
crossbinding_1m_007;crossbinding;1;Z_Wave_Button;ZigbeePlugE2_Switch;2026-02-19 13:31:53.152000;2026-02-19 13:31:53.159000;7;SUCCESS
crossbinding_1m_008;crossbinding;1;Z_Wave_Button;ZigbeePlugE2_Switch;2026-02-19 13:31:56.798000;2026-02-19 13:31:56.809000;11;SUCCESS
crossbinding_1m_009;crossbinding;1;Z_Wave_Button;ZigbeePlugE2_Switch;2026-02-19 13:32:00.442000;2026-02-19 13:32:00.449000;7;SUCCESS
crossbinding_1m_010;crossbinding;1;Z_Wave_Button;ZigbeePlugE2_Switch;2026-02-19 13:32:03.972000;2026-02-19 13:32:03.978000;6;SUCCESS
crossbinding_1m_011;crossbinding;1;Z_Wave_Button;ZigbeePlugE2_Switch;2026-02-19 13:32:07.565000;2026-02-19 13:32:07.574000;9;SUCCESS
crossbinding_1m_012;crossbinding;1;Z_Wave_Button;ZigbeePlugE2_Switch;2026-02-19 13:32:11.182000;2026-02-19 13:32:11.195000;13;SUCCESS
crossbinding_1m_013;crossbinding;1;Z_Wave_Button;ZigbeePlugE2_Switch;2026-02-19 13:32:14.988000;2026-02-19 13:32:14.998000;10;SUCCESS
crossbinding_1m_014;crossbinding;1;Z_Wave_Button;ZigbeePlugE2_Switch;2026-02-19 13:32:18.616000;2026-02-19 13:32:18.624000;8;SUCCESS
crossbinding_1m_015;crossbinding;1;Z_Wave_Button;ZigbeePlugE2_Switch;2026-02-19 13:32:22.278000;2026-02-19 13:32:22.284000;6;SUCCESS
crossbinding_1m_016;crossbinding;1;Z_Wave_Button;ZigbeePlugE2_Switch;2026-02-19 13:32:25.973000;2026-02-19 13:32:25.979000;6;SUCCESS
crossbinding_1m_017;crossbinding;1;Z_Wave_Button;ZigbeePlugE2_Switch;2026-02-19 13:32:29.675000;2026-02-19 13:32:29.686000;11;SUCCESS
crossbinding_1m_018;crossbinding;1;Z_Wave_Button;ZigbeePlugE2_Switch;2026-02-19 13:32:33.223000;2026-02-19 13:32:33.230000;7;SUCCESS
crossbinding_1m_019;crossbinding;1;Z_Wave_Button;ZigbeePlugE2_Switch;2026-02-19 13:32:36.823000;2026-02-19 13:32:36.831000;8;SUCCESS
crossbinding_1m_020;crossbinding;1;Z_Wave_Button;ZigbeePlugE2_Switch;2026-02-19 13:32:40.373000;2026-02-19 13:32:40.379000;6;SUCCESS
crossbinding_1m_021;crossbinding;1;Z_Wave_Button;ZigbeePlugE2_Switch;2026-02-19 13:32:44.138000;2026-02-19 13:32:44.147000;9;SUCCESS
crossbinding_1m_022;crossbinding;1;Z_Wave_Button;ZigbeePlugE2_Switch;2026-02-19 13:32:47.924000;2026-02-19 13:32:47.930000;6;SUCCESS
crossbinding_1m_023;crossbinding;1;Z_Wave_Button;ZigbeePlugE2_Switch;2026-02-19 13:32:51.623000;2026-02-19 13:32:51.634000;11;SUCCESS
crossbinding_1m_024;crossbinding;1;Z_Wave_Button;ZigbeePlugE2_Switch;2026-02-19 13:32:55.333000;2026-02-19 13:32:55.339000;6;SUCCESS
crossbinding_1m_025;crossbinding;1;Z_Wave_Button;ZigbeePlugE2_Switch;2026-02-19 13:32:59.101000;2026-02-19 13:32:59.112000;11;SUCCESS
crossbinding_1m_026;crossbinding;1;Z_Wave_Button;ZigbeePlugE2_Switch;2026-02-19 13:33:02.684000;2026-02-19 13:33:02.690000;6;SUCCESS
crossbinding_1m_027;crossbinding;1;Z_Wave_Button;ZigbeePlugE2_Switch;2026-02-19 13:33:06.233000;2026-02-19 13:33:06.241000;8;SUCCESS
crossbinding_1m_028;crossbinding;1;Z_Wave_Button;ZigbeePlugE2_Switch;2026-02-19 13:33:09.741000;2026-02-19 13:33:09.752000;11;SUCCESS
crossbinding_1m_029;crossbinding;1;Z_Wave_Button;ZigbeePlugE2_Switch;2026-02-19 13:33:17.833000;2026-02-19 13:33:17.839000;6;SUCCESS
crossbinding_1m_030;crossbinding;1;Z_Wave_Button;ZigbeePlugE2_Switch;2026-02-19 13:33:21.153000;2026-02-19 13:33:21.163000;10;SUCCESS
crossbinding_1m_031;crossbinding;1;Z_Wave_Button;ZigbeePlugE2_Switch;2026-02-19 13:33:25.033000;2026-02-19 13:33:25.038000;5;SUCCESS
