attempt_id;experiment_mode;distance_m;button_label;plug_label;button_time;plug_time;latency_ms;status
intrabinding_5m_001;intrabinding;5;Zigbee_Smart_Button_01_Button_Action;ZigbeePlugE2_Switch;2026-02-03 13:06:54.981000;2026-02-03 13:06:54.987000;6;SUCCESS
intrabinding_5m_002;intrabinding;5;Zigbee_Smart_Button_01_Button_Action;ZigbeePlugE2_Switch;2026-02-03 13:06:58.830000;2026-02-03 13:06:58.838000;8;SUCCESS
intrabinding_5m_003;intrabinding;5;Zigbee_Smart_Button_01_Button_Action;ZigbeePlugE2_Switch;2026-02-03 13:07:03.151000;2026-02-03 13:07:03.156000;5;SUCCESS
intrabinding_5m_004;intrabinding;5;Zigbee_Smart_Button_01_Button_Action;ZigbeePlugE2_Switch;2026-02-03 13:07:07.322000;2026-02-03 13:07:07.330000;8;SUCCESS
intrabinding_5m_005;intrabinding;5;Zigbee_Smart_Button_01_Button_Action;ZigbeePlugE2_Switch;2026-02-03 13:07:11.728000;2026-02-03 13:07:11.732000;4;SUCCESS
intrabinding_5m_006;intrabinding;5;Zigbee_Smart_Button_01_Button_Action;ZigbeePlugE2_Switch;2026-02-03 13:07:15.608000;2026-02-03 13:07:15.617000;9;SUCCESS
intrabinding_5m_007;intrabinding;5;Zigbee_Smart_Button_01_Button_Action;ZigbeePlugE2_Switch;2026-02-03 13:07:19.564000;2026-02-03 13:07:19.567000;3;SUCCESS
intrabinding_5m_008;intrabinding;5;Zigbee_Smart_Button_01_Button_Action;ZigbeePlugE2_Switch;2026-02-03 13:07:23.404000;2026-02-03 13:07:23.412000;8;SUCCESS
intrabinding_5m_009;intrabinding;5;Zigbee_Smart_Button_01_Button_Action;ZigbeePlugE2_Switch;2026-02-03 13:07:27.561000;2026-02-03 13:07:27.568000;7;SUCCESS
intrabinding_5m_010;intrabinding;5;Zigbee_Smart_Button_01_Button_Action;ZigbeePlugE2_Switch;2026-02-03 13:07:31.456000;2026-02-03 13:07:31.462000;6;SUCCESS
intrabinding_5m_011;intrabinding;5;Zigbee_Smart_Button_01_Button_Action;ZigbeePlugE2_Switch;2026-02-03 13:07:35.509000;2026-02-03 13:07:35.517000;8;SUCCESS
intrabinding_5m_012;intrabinding;5;Zigbee_Smart_Button_01_Button_Action;ZigbeePlugE2_Switch;2026-02-03 13:07:39.982000;2026-02-03 13:07:39.988000;6;SUCCESS
intrabinding_5m_013;intrabinding;5;Zigbee_Smart_Button_01_Button_Action;ZigbeePlugE2_Switch;2026-02-03 13:07:44.227000;2026-02-03 13:07:44.235000;8;SUCCESS
intrabinding_5m_014;intrabinding;5;Zigbee_Smart_Button_01_Button_Action;ZigbeePlugE2_Switch;2026-02-03 13:07:48.026000;2026-02-03 13:07:48.035000;9;SUCCESS
intrabinding_5m_015;intrabinding;5;Zigbee_Smart_Button_01_Button_Action;ZigbeePlugE2_Switch;2026-02-03 13:07:51.980000;2026-02-03 13:07:51.985000;5;SUCCESS
intrabinding_5m_016;intrabinding;5;Zigbee_Smart_Button_01_Button_Action;ZigbeePlugE2_Switch;2026-02-03 13:07:56.254000;2026-02-03 13:07:56.266000;12;SUCCESS
intrabinding_5m_017;intrabinding;5;Zigbee_Smart_Button_01_Button_Action;ZigbeePlugE2_Switch;2026-02-03 13:08:00.701000;2026-02-03 13:08:00.706000;5;SUCCESS
intrabinding_5m_018;intrabinding;5;Zigbee_Smart_Button_01_Button_Action;ZigbeePlugE2_Switch;2026-02-03 13:08:04.960000;2026-02-03 13:08:04.964000;4;SUCCESS
intrabinding_5m_019;intrabinding;5;Zigbee_Smart_Button_01_Button_Action;ZigbeePlugE2_Switch;2026-02-03 13:08:09.480000;2026-02-03 13:08:09.489000;9;SUCCESS
intrabinding_5m_020;intrabinding;5;Zigbee_Smart_Button_01_Button_Action;ZigbeePlugE2_Switch;2026-02-03 13:08:14.001000;2026-02-03 13:08:14.006000;5;SUCCESS
intrabinding_5m_021;intrabinding;5;Zigbee_Smart_Button_01_Button_Action;ZigbeePlugE2_Switch;2026-02-03 13:08:18.936000;2026-02-03 13:08:18.945000;9;SUCCESS
intrabinding_5m_022;intrabinding;5;Zigbee_Smart_Button_01_Button_Action;ZigbeePlugE2_Switch;2026-02-03 13:08:23.835000;2026-02-03 13:08:23.841000;6;SUCCESS
intrabinding_5m_023;intrabinding;5;Zigbee_Smart_Button_01_Button_Action;ZigbeePlugE2_Switch;2026-02-03 13:08:28.699000;2026-02-03 13:08:28.709000;10;SUCCESS
intrabinding_5m_024;intrabinding;5;Zigbee_Smart_Button_01_Button_Action;ZigbeePlugE2_Switch;2026-02-03 13:08:33.442000;2026-02-03 13:08:33.446000;4;SUCCESS
intrabinding_5m_025;intrabinding;5;Zigbee_Smart_Button_01_Button_Action;ZigbeePlugE2_Switch;2026-02-03 13:08:38.137000;2026-02-03 13:08:38.144000;7;SUCCESS
