attempt_id;experiment_mode;distance_m;button_label;plug_label;button_time;plug_time;latency_ms;status
intrabinding_10m_001;intrabinding;10;Z_Wave_Button;ZWave_Plug_OnOff;2026-02-03 12:51:51.744000;2026-02-03 12:51:51.751000;7;SUCCESS
intrabinding_10m_002;intrabinding;10;Z_Wave_Button;ZWave_Plug_OnOff;2026-02-03 12:51:56.332000;2026-02-03 12:51:56.343000;11;SUCCESS
intrabinding_10m_003;intrabinding;10;Z_Wave_Button;ZWave_Plug_OnOff;2026-02-03 12:52:00.646000;2026-02-03 12:52:00.651000;5;SUCCESS
intrabinding_10m_004;intrabinding;10;Z_Wave_Button;ZWave_Plug_OnOff;2026-02-03 12:52:05.080000;2026-02-03 12:52:05.088000;8;SUCCESS
intrabinding_10m_005;intrabinding;10;Z_Wave_Button;ZWave_Plug_OnOff;2026-02-03 12:52:09.237000;2026-02-03 12:52:09.242000;5;SUCCESS
intrabinding_10m_006;intrabinding;10;Z_Wave_Button;ZWave_Plug_OnOff;2026-02-03 12:52:14.026000;2026-02-03 12:52:14.031000;5;SUCCESS
intrabinding_10m_007;intrabinding;10;Z_Wave_Button;ZWave_Plug_OnOff;2026-02-03 12:52:18.766000;2026-02-03 12:52:18.771000;5;SUCCESS
intrabinding_10m_008;intrabinding;10;Z_Wave_Button;ZWave_Plug_OnOff;2026-02-03 12:52:23.052000;2026-02-03 12:52:23.061000;9;SUCCESS
intrabinding_10m_009;intrabinding;10;Z_Wave_Button;ZWave_Plug_OnOff;2026-02-03 12:52:27.405000;2026-02-03 12:52:27.410000;5;SUCCESS
intrabinding_10m_010;intrabinding;10;Z_Wave_Button;ZWave_Plug_OnOff;2026-02-03 12:52:32.399000;2026-02-03 12:52:32.408000;9;SUCCESS
intrabinding_10m_011;intrabinding;10;Z_Wave_Button;ZWave_Plug_OnOff;2026-02-03 12:52:36.801000;2026-02-03 12:52:36.812000;11;SUCCESS
intrabinding_10m_012;intrabinding;10;Z_Wave_Button;ZWave_Plug_OnOff;2026-02-03 12:52:41.267000;2026-02-03 12:52:41.273000;6;SUCCESS
intrabinding_10m_013;intrabinding;10;Z_Wave_Button;ZWave_Plug_OnOff;2026-02-03 12:52:45.726000;2026-02-03 12:52:45.733000;7;SUCCESS
intrabinding_10m_014;intrabinding;10;Z_Wave_Button;ZWave_Plug_OnOff;2026-02-03 12:52:50.117000;2026-02-03 12:52:50.122000;5;SUCCESS
intrabinding_10m_015;intrabinding;10;Z_Wave_Button;ZWave_Plug_OnOff;2026-02-03 12:52:54.587000;2026-02-03 12:52:54.591000;4;SUCCESS
intrabinding_10m_016;intrabinding;10;Z_Wave_Button;ZWave_Plug_OnOff;2026-02-03 12:52:59.516000;2026-02-03 12:52:59.521000;5;SUCCESS
intrabinding_10m_017;intrabinding;10;Z_Wave_Button;ZWave_Plug_OnOff;2026-02-03 12:53:04.483000;2026-02-03 12:53:04.493000;10;SUCCESS
intrabinding_10m_018;intrabinding;10;Z_Wave_Button;ZWave_Plug_OnOff;2026-02-03 12:53:08.620000;2026-02-03 12:53:08.626000;6;SUCCESS
intrabinding_10m_019;intrabinding;10;Z_Wave_Button;ZWave_Plug_OnOff;2026-02-03 12:53:14.313000;2026-02-03 12:53:14.318000;5;SUCCESS
intrabinding_10m_020;intrabinding;10;Z_Wave_Button;ZWave_Plug_OnOff;2026-02-03 12:53:19.363000;2026-02-03 12:53:19.367000;4;SUCCESS
intrabinding_10m_021;intrabinding;10;Z_Wave_Button;ZWave_Plug_OnOff;2026-02-03 12:53:24.791000;2026-02-03 12:53:24.800000;9;SUCCESS
intrabinding_10m_022;intrabinding;10;Z_Wave_Button;ZWave_Plug_OnOff;2026-02-03 12:53:29.716000;2026-02-03 12:53:29.721000;5;SUCCESS
intrabinding_10m_023;intrabinding;10;Z_Wave_Button;ZWave_Plug_OnOff;2026-02-03 12:53:34.366000;2026-02-03 12:53:34.370000;4;SUCCESS
intrabinding_10m_024;intrabinding;10;Z_Wave_Button;ZWave_Plug_OnOff;2026-02-03 12:53:39.255000;2026-02-03 12:53:39.261000;6;SUCCESS
intrabinding_10m_025;intrabinding;10;Z_Wave_Button;ZWave_Plug_OnOff;2026-02-03 12:53:44.288000;2026-02-03 12:53:44.295000;7;SUCCESS
intrabinding_10m_026;intrabinding;10;Z_Wave_Button;ZWave_Plug_OnOff;2026-02-03 12:53:50.503000;2026-02-03 12:53:50.509000;6;SUCCESS
intrabinding_10m_027;intrabinding;10;Z_Wave_Button;ZWave_Plug_OnOff;2026-02-03 12:53:55.973000;2026-02-03 12:53:55.977000;4;SUCCESS
intrabinding_10m_028;intrabinding;10;Z_Wave_Button;ZWave_Plug_OnOff;2026-02-03 12:54:01.044000;2026-02-03 12:54:01.048000;4;SUCCESS
intrabinding_10m_029;intrabinding;10;Z_Wave_Button;ZWave_Plug_OnOff;2026-02-03 12:54:06.297000;2026-02-03 12:54:06.305000;8;SUCCESS
intrabinding_10m_030;intrabinding;10;Z_Wave_Button;ZWave_Plug_OnOff;2026-02-03 12:54:16.795000;2026-02-03 12:54:16.805000;10;SUCCESS
intrabinding_10m_031;intrabinding;10;Z_Wave_Button;ZWave_Plug_OnOff;2026-02-03 12:54:20.944000;2026-02-03 12:54:20.949000;5;SUCCESS
